row	training	assigned_sex	height	weight	max_hr	age	VO2_Max
599	low	female	69.07457942795229	235.01978199887702	187.57365313653685	32.957974366800755	26.275363232025974
600	moderate	female	69.18042694326145	176.201126064573	197.93133175138152	33.3444168969274	32.13883452338264
601	moderate	male	63.49941971830381	137.11258129664378	186.437711289598	34.23800023280975	63.15922801726418
602	intense	male	58.75827823586182	173.99833675697317	188.93746564006995	34.620754499127315	55.859853600922605
603	none	male	62.470952848283	148.8767972987585	193.3676587660537	34.88520647413665	38.15523075913381
604	none	female	63.7680580492934	160.21943206681678	191.9009215309994	37.2657785543027	20.786585832994213
605	high	male	67.3537885663566	156.14466311668556	200.30295003159017	37.247487363936685	53.46435047990857
606	low	male	72.80804273330064	181.82171998992527	200.3748246319427	38.28479254353069	28.91033304829658
607	low	male	72.56758999143528	162.0732500010724	186.55288753975628	27.075620638774424	42.04997939694867
608	moderate	female	74.71686850613771	209.47280203159252	189.755573453481	35.51317046399402	35.4878937168125
609	moderate	female	66.12136838123516	189.03692778607356	192.69604797981134	33.21492420543887	28.57554536058794
610	moderate	male	68.73858232391885	204.6555680301667	192.86142917587904	20.601252679833735	47.517159664029435
611	intense	female	75.01946363776288	164.4861827493079	187.37439031398443	37.23439681249347	44.342789379100616
612	high	female	74.48619954577276	183.28641637855242	190.72017913169125	39.27090507462316	47.539386957528514
613	moderate	female	63.83767558577549	141.92853718586963	192.49108805868542	25.218893157368058	43.243864769523135
614	moderate	female	69.52010754886875	157.91121397761265	196.08653959251282	42.98376614744895	40.731165682978
615	moderate	male	68.97923842607547	153.86062698259553	197.0093326714171	35.787022990391	42.14412757702159
616	low	female	68.79093408520738	156.8555291857743	179.07682461660028	28.65360224311284	37.807549113500116
617	none	male	76.28000846200861	174.72121862322436	190.2682219345527	35.78124368370684	39.91436467001872
618	moderate	male	66.5959247154732	178.89672050072932	190.61913859484633	37.93866957289908	47.526092959671544
619	high	male	71.97048278227817	174.54814108396232	192.84576489577796	35.985642222503316	52.526170076436316
620	moderate	male	73.5427822874028	192.27799143678848	188.19155040344666	36.264024961623164	25.58568310483647
621	moderate	female	70.81268033090197	220.8374581331619	191.00923118763583	43.88229355106597	30.25320730185005
622	moderate	female	69.50078530945144	151.80265699222406	189.72712785404804	43.21704731720017	34.032665188626616
623	low	male	68.86916312142233	183.64165511659442	192.64753360119707	32.23643499636854	29.942988165375
624	moderate	male	62.72045949541073	199.61341356984656	187.6974499592632	40.43815317036122	28.581256947966196
625	low	female	78.94545824366217	130.4695792772314	190.00086091905325	34.58789471764526	28.433343867814653
626	moderate	female	67.25420002005174	218.70014187810557	196.89096346066668	38.15447516895473	40.344506912032614
627	low	female	67.69343846070335	133.68282742183817	201.92847284693426	24.733183477244175	38.18294139857791
628	moderate	male	64.23175582757341	187.30900109266912	184.46787062874185	36.861095502490116	39.65909193192234
629	low	male	71.69879712786847	128.4680799482936	190.66541025563745	42.69233579468433	33.85470559079536
630	moderate	female	75.48301547700616	156.8452175353262	198.44868702523772	26.53940539797415	38.20163675456796
631	low	male	66.29815242440421	149.9890639556514	193.1942863665985	29.006604841021705	36.38723794364704
632	low	female	70.59627637065837	90.54514744501289	195.01417806883853	25.53856611969783	31.611976552811
633	intense	female	72.35078190701287	167.08200113816252	189.94253692696344	47.536113345239755	51.12460597948848
634	none	male	72.40876784226263	170.46239810148776	185.97625227603257	34.97107281781853	36.26642995721841
635	moderate	male	73.83298892268854	162.5945730361761	194.56713268412892	28.40813430958693	45.722005356795925
636	high	male	70.01159627666861	138.10657626170254	190.50504728285728	46.21137803040768	47.629196517457984
637	low	female	78.12241586386368	182.05377541838453	188.65497589255716	28.449923018631182	35.85859167028387
638	moderate	female	69.35905672420138	148.68099434774146	190.92775584944965	32.69758964880832	42.76720275515366
639	moderate	female	80.18089788141839	118.87671277068166	187.44479293888293	35.301309130497316	39.83486672531286
640	low	male	77.32418084906942	199.43636304261037	192.10906272900488	31.930969236615194	33.61390419769199
641	moderate	female	64.89922867707688	97.99227954528853	187.97533953979868	40.1353369065868	33.524745150923806
642	intense	female	70.24903686030689	143.74056635376465	192.88231347532545	34.103179502722824	49.58316834487716
643	low	female	64.22102876774674	147.8291278901422	196.0012072197596	31.61880772270249	29.307578334291044
644	high	female	72.71274337203583	217.96697477702642	192.00934034396724	32.91426808424082	38.61180274130271
645	moderate	male	76.70533913870032	247.67181931559162	191.87149091566332	29.425531334084464	39.69517065550998
646	intense	male	72.56313070098298	145.62641426336845	193.63835012602388	28.88756791704735	66.09642736071328
647	moderate	female	73.5514941727235	99.81376819614917	191.49087904553292	43.77076417812493	37.96380016404402
648	intense	female	63.24523656487183	139.5372299257288	188.5890166536412	45.488534195496285	56.3436988320468
649	none	male	73.73409326088168	156.86388424102836	185.29323197238952	22.56437290806226	37.29792147615443
650	intense	female	66.25842895032027	115.4931592890387	193.71089284735157	21.96469345443191	56.21501017096666
651	none	female	76.44100018326041	198.83233275175286	199.2198270602621	26.322634466394742	29.817309496535703
652	none	male	72.32736712822337	199.32527381610984	194.83415817556192	34.325028919944	30.967828056007352
653	intense	female	70.99167668415932	149.7404975732461	199.39002160938747	33.12954822439649	53.57618356504936
654	low	male	59.936303428991735	135.82956850580754	193.37526243650018	29.42248645115125	35.637624647845726
655	low	male	70.50244819204893	163.5673275413393	192.54675206625018	25.956489674600768	43.04580214519452
656	moderate	female	72.20376028897502	144.26997566604902	193.5553406595731	42.24508907812102	38.54980347991941
657	high	male	65.1242307758839	110.9543826918732	191.71899210655855	30.803040507113973	57.23117023485791
658	low	female	68.2853310798798	203.8723414341322	201.97822855767674	27.93098163216044	43.85243115286366
659	none	male	61.894796174898225	154.95037262220174	187.6639566809627	43.635391692054846	27.970450449453345
660	high	male	67.20137917849195	153.85182101456527	193.97056748313855	27.69871327033549	40.95580723413671
661	high	female	66.7442438724141	164.4507600101609	189.17241851421002	36.711102674149046	41.981116810633715
662	low	male	67.9690352182812	185.57402557363284	188.5742608405782	24.030504240941983	49.59411115910254
663	high	female	72.91034771236548	170.66184537013237	195.50723358029816	31.30408610437165	51.08865765884853
664	none	male	67.58830142673585	165.0714394579385	188.3429381501834	31.669186478227516	38.433782143799
665	none	female	72.75446600266882	189.24704659960673	192.5752094930073	34.95210181420114	20.70826918654505
666	high	female	68.51759162360666	194.42213242829305	194.9930430103747	29.813252917918188	39.16546919885127
667	moderate	male	71.69498188754379	146.09404591134523	191.26090415803898	37.30782509831262	36.48981914831152
668	none	female	69.10940938610837	70.87530677058697	188.106328630839	40.69371231547683	36.8714757116537
669	none	female	70.69130061107502	133.37224318074996	193.90649975381334	29.185227147896867	29.18812305131188
670	low	female	69.14845104370085	163.08518983273024	194.27026921178657	37.59207085867732	32.67392392435581
671	moderate	male	62.677752861467354	274.5362626429649	201.96611614987128	27.862431398797145	43.16270825843197
672	moderate	male	61.71547390624212	154.89818711166834	186.29985878196575	29.31193862960129	35.592498795340745
673	high	male	67.34801025530686	107.47736026746546	202.51185856624105	43.84825013685828	52.309572136969635
674	high	female	70.2535315742894	175.99887553033085	184.65902894180755	32.77561597707613	48.41644584756324
675	moderate	male	74.82290928731993	175.56432688087204	189.42205327646346	32.087984472664445	44.597844629521695
676	high	female	66.71967948667893	147.22326298141212	196.47050185569475	20.510145919791874	46.2197774723202
677	high	female	73.54304029825778	144.32372119662284	190.7780162459575	44.63619770191894	41.689469131625536
678	intense	male	75.67139482864887	143.28069432356352	195.40299905196318	40.41832127943857	52.708498046406206
679	low	male	70.596993144191	151.30151022419275	193.8784673070592	38.76202120367839	35.71996739705939
680	low	male	69.74033830220911	194.14787791465307	191.6001722002042	33.761989949794554	36.85002626619532
681	none	male	63.37101405996621	195.150071714647	194.10842970742343	26.259552749493512	33.954431266244086
682	intense	male	67.33326644415517	184.99595108924746	189.78475487820197	34.36152341315468	56.324705034411956
683	none	female	66.50468663478915	230.09659628396628	196.1188468970955	13.918436641678245	32.70933849441892
684	intense	female	70.75038870048199	143.67987664360703	189.21282423190394	44.26276600280003	51.01432813509283
685	moderate	male	69.75264115824928	189.21843392235198	202.962606464447	32.960272374784786	39.81137362481436
686	none	male	63.92163306371487	165.34588197052653	184.13789092667182	29.860356164870485	32.221817686474736
687	moderate	male	70.49040841778297	160.82581648821863	176.33899053561663	43.99992137628462	43.05637977054775
688	moderate	female	63.747802361953504	220.000944465116	192.12732164342177	25.544884249769126	33.45043716077394
689	none	male	68.60365332171384	172.41276409869238	179.21624940535324	23.41837881197891	39.827187487429484
690	intense	male	68.89098247855915	154.25390838233622	193.03333864601092	26.798930623290275	57.92290273623245
691	none	male	70.72356065769382	123.9140025823566	193.53864553960565	31.70440968685823	43.18283654169636
692	intense	male	68.95468151791817	243.88800301026882	199.89263669849376	20.593369601589053	54.20344675908103
693	low	male	67.23168627717851	221.39093768755308	188.4785054462611	25.95423973717191	29.34400818483003
694	low	female	68.92021655915288	202.03884815069432	196.05760576945525	32.9624307833264	22.974522672709096
695	intense	female	71.70145317427291	178.39179877927398	195.77837213732946	17.69698734273358	56.264129417893436
696	low	female	73.44251857912113	113.46598605544001	195.19782525933041	29.06242212477062	40.304536773807435
697	low	male	65.75506487584197	189.4053446143274	193.16152548077636	38.29481408343787	33.31275059464881
698	high	male	65.80580273225216	169.6143146326096	196.4331104442578	29.600914956477258	62.412446349405215
699	moderate	male	69.39482050985224	143.83503821234768	194.56319760433595	31.67447105830654	49.88387524642918
700	high	male	66.62943186654523	112.17593305768551	194.6501516787674	27.9373632653627	57.92900179601796
701	moderate	male	79.11803996187888	127.81284109953967	194.98439611335036	29.276898671823822	45.57302736051423
702	none	male	82.08408365449667	153.17276439511147	186.88485431705288	32.30093673594317	32.673412444680295
703	moderate	female	59.44651135211073	141.35752148957528	192.54510532123308	54.84214299199794	34.89092330289295
704	high	male	57.435729150045866	176.60161572743857	189.1481480459114	45.338589446378414	49.73601620762834
705	moderate	male	68.57447860725226	140.9004681229859	193.8681894649375	27.974479706361997	52.80935812328174
706	high	male	71.58289977683731	146.33084028308014	191.24525766539927	37.04319641543425	58.9025584282974
707	high	male	60.00867148638521	137.13762378126586	195.48234419052858	16.025453012147498	58.90523296995965
708	none	male	64.59812126148817	154.45408979738855	187.73535851158195	19.486972119686968	49.81368142538301
709	high	female	62.87443227715989	247.85778163986492	184.4932607857743	22.243259933381324	40.80051074125967
710	none	male	65.33543176505998	198.12010707541384	190.3036709258256	23.847508426851412	36.488283658816776
711	high	female	69.69372274383957	193.3751765449145	190.32961047856264	29.300893727281178	32.615046785003635
712	moderate	male	54.516148459721904	157.49496806069124	187.16884727006604	42.33896789237738	42.50783915693817
713	none	male	77.39797603561317	228.30702107019718	179.76280671556242	36.279025755889755	33.77417034039598
714	high	male	71.38837709143799	169.7195599744758	195.75510659937714	36.48022160921087	48.583733931035354
715	high	female	66.5869486895629	172.24559117253494	187.94228150046735	27.74685379534479	44.6973244718316
716	moderate	female	68.71881203508224	138.22850776356373	190.93958886319152	34.16325629440603	33.398125630379525
717	high	female	66.51344755276598	190.0552031622882	201.29273967460784	38.07495131055713	42.80562023335727
718	moderate	male	65.45523324320446	209.78363914708598	179.30520671937424	41.0128800632399	40.14906932981281
719	high	male	66.46319863372135	240.41835169998026	195.48397610782249	25.06263044914753	49.532789081378404
720	none	male	66.86964829603389	109.4932852876826	193.6462713765717	26.96875520410816	34.52682131960808
721	none	male	69.0796259117563	153.8464462578726	193.85537792060018	26.853014515154378	37.83034088399979
722	low	female	65.45106585179421	81.71433815743401	193.5471283681254	29.029208004096507	35.813296237111494
723	low	male	70.28539379909999	162.73791968876463	191.3662923194971	34.90102198060525	32.902483651358715
724	high	male	63.3491483474596	174.5758873895033	182.9377051928893	36.95067882134789	54.46812959943873
725	low	male	62.40959679338328	141.99512569561796	186.7342032691598	36.98459514116167	47.51482005147028
726	moderate	male	69.0416267844212	106.83273514655681	189.3844634991702	29.857792992373778	43.11013013308085
727	high	female	72.37183184506563	160.10653450883424	202.80795519135768	38.29268013290118	51.00386347347295
728	high	male	65.11874913508434	143.4422061376448	204.20369142157188	20.247059680764707	52.022200029064074
729	low	female	71.88585398373183	210.30845297965755	186.99086318502648	44.77833704619651	28.02081591033125
730	high	male	73.82166132343013	182.71382684955245	196.3040657801131	39.453496799327795	49.81130348004482
731	moderate	female	66.42716343659502	179.38344378338266	198.79033602850112	28.946513359146998	35.2342215965121
732	moderate	female	56.9559101710242	167.57211694653657	196.3423144784055	35.07612821468447	31.16586208715209
733	moderate	female	56.646164011316486	257.3927809097397	196.96556385517977	32.46535899101971	31.000180465018243
734	moderate	male	60.319339255017475	128.59826702209938	192.57069844839492	31.747738693593558	44.65803674597946
735	moderate	male	64.29038091698513	203.40138940750245	198.50599184571735	31.859071428578297	30.82640362925809
736	moderate	female	63.36944937561178	186.34146914399452	195.39392561528365	27.86366568091689	28.029798435739533
737	low	female	75.22995896020296	186.99589913881698	188.19197774303893	33.7767137564124	28.21946492699281
738	none	female	57.273234413969575	129.67051301076262	194.6746528394088	31.774528617388405	24.206041992443446
739	low	male	70.75054268278481	140.63988978832606	185.67315004724145	24.74620030388368	46.84336084021211
740	none	male	70.5677920717715	165.17770423365593	192.08485088892746	56.92398850717438	36.76389254392207
741	none	female	69.12810654135077	192.4494116462002	192.39281251390517	24.729818597602446	33.62583752456394
742	none	male	75.04654286263353	193.17228152798398	189.26256812752888	32.51858016406655	43.17763770698082
743	moderate	female	68.76958868504431	216.95806461275163	187.9731976032587	38.99322623308051	31.574696416534
744	low	female	77.40562912724322	179.24194534358136	185.545767480868	36.5185533355626	26.703148640951746
745	none	male	76.70356301170523	145.75492787311242	203.69644177918502	34.59934788001177	36.62309881628146
746	low	male	64.94410415673445	195.1797191616289	182.08459193405182	46.00100870472052	31.48929623467248
747	low	female	60.09198002209435	251.86358133884943	201.92654756627311	38.14924514738492	31.93687127581359
748	moderate	male	63.19413109131112	222.17892792106403	198.7411853385743	43.45990888013888	39.89288953556887
749	moderate	male	68.52855653859373	172.2459546870917	185.3005783968062	29.358031582567417	37.278874903867546
750	low	male	66.9622304251155	133.8672254665858	192.96740609354134	33.8208311164962	34.99730319025388
751	low	male	60.02896800163638	154.90331596643892	191.13623288614642	30.34860597480075	43.3783375899034
752	low	female	74.89727296764809	184.7489265063053	196.08957291405258	31.754031601597756	28.38909590660384
753	low	female	72.74673641562912	128.22300804415775	189.7102107470343	34.19893569090233	29.24413502303003
754	moderate	female	71.36074858204817	176.73042879397266	192.15993843133322	32.62860519186015	30.45604284094022
755	low	male	68.57765338896098	201.88501537645033	184.97678660611885	39.83087242996387	30.896216851839853
756	intense	male	67.77267603310258	181.42964374414322	187.17723175691097	38.731956626685985	69.48647232829448
757	moderate	male	62.07473780945509	134.9681184120971	194.08643237440333	39.14498242059293	46.7349131337205
758	low	female	75.53959421503173	160.37297462269564	189.61056339831592	30.307524473088012	37.45643800930735
759	moderate	female	59.42074908907903	234.54838090199803	196.08396239204876	36.823407909945736	27.042230244704832
760	intense	male	67.12194849155567	133.64956757951694	187.6971390576869	28.011057446039707	55.590079172228045
761	low	male	64.99080129881263	163.9100772567204	185.94716187539024	31.06443156548972	30.25074286533402
762	none	female	62.924321103667495	196.78849448069522	187.84839622074713	16.103400758928704	30.34194896841816
763	none	female	67.35605736114549	191.67890805860065	189.3203556396762	26.830355138251438	26.91643719985083
764	moderate	male	64.13875309451849	154.68090994805615	183.02673360446357	25.257611827176277	43.569603632741185
765	none	female	68.64250125934186	159.27249749343065	191.2715725878941	38.10619570278663	23.732313248852815
766	high	male	72.38462703008588	201.80022417461933	199.77772343490003	25.21139438338487	48.414791849211696
767	low	male	73.47603753493553	141.81064103828905	195.06591773600948	33.847944973950824	42.09404531720767
768	moderate	male	72.22957092366804	139.76429216110654	196.7122527539322	27.518762576189175	48.93266752569506
769	high	male	64.77528022236524	106.9649169688676	190.25954799683174	25.17777649806553	51.31573945769204
770	high	female	65.4389481081564	176.19641599406486	188.19870641959494	29.523871879954836	38.41498493327611
771	none	female	65.16937647307518	190.72879953926918	188.04938966454054	23.603997636428595	26.225170869202362
772	moderate	female	58.826168350505625	135.69422014935654	189.7093731073406	31.565875853044027	30.180952221117067
773	low	male	70.02820966381145	161.51677331920718	201.84173254894557	28.26970403306127	37.02830668271912
774	none	female	62.42527835162989	210.75622558182357	183.8728313085591	37.5609141799517	15.2467634743327
775	low	male	63.931099179322366	154.25762309953902	184.71218595808196	42.046660921331735	36.19206685460568
776	low	male	68.96090765397854	179.69458297764538	197.64042174071878	33.18545048861497	46.32113575432
777	high	male	59.68065940564763	127.5301355695553	201.90829269911268	35.839119386525574	46.051639872353476
778	low	male	64.01104856110453	169.100960195533	193.12973606791627	32.1043886448246	44.00705751123199
779	moderate	male	72.12022414765859	157.86006353287652	185.1677538172795	29.984753325921222	48.89792244594988
780	intense	female	71.73171884723533	152.04153840019936	195.84981779683577	23.490135860686845	47.520592318525516
781	none	female	67.92374355186313	119.86348360697545	198.03578488189987	50.575671202602706	29.045541224493135
782	moderate	female	68.12255594314485	142.41553897851193	187.31883426338158	32.97990695283866	33.97336381125202
783	high	male	66.81901723327775	180.70275653496748	188.04607425176692	33.189980671041994	44.91144717753518
784	high	male	69.02827591320948	147.47204317421912	191.0160064877762	34.01706144599065	66.22537188933607
785	moderate	female	63.850884334249294	145.21083277422065	188.96251134000968	39.013460301475504	30.659184791925803
786	low	male	61.1155194710397	166.25518514514854	190.60926737571094	34.12082612365845	35.88395228588817
787	intense	male	66.98465612393724	236.08428249384315	190.60396337943874	33.53934051266802	51.10128034442899
788	low	female	60.40351285300038	222.58191176240967	184.7301870772831	24.387729919764553	29.508616412273014
789	intense	male	74.41597344947125	144.9601847500635	187.4053615954908	34.4932110520233	56.54454558134197
790	intense	female	67.63965745355168	169.5088136950202	199.08134505312663	34.797921745596774	55.285422192326244
791	moderate	male	72.18103687255459	204.0150161223555	192.78234074956754	37.66819871576326	46.24689565512885
792	none	male	72.0490534725767	143.577634294902	188.86593690191947	31.26005768042473	27.89856623665113
793	low	female	69.6869749761188	112.43304455870572	194.40629176956804	38.548061955786395	32.8173168743995
794	low	female	74.10555523442763	134.95914705347107	197.25504500701425	20.34056813991866	28.473183939104413
795	moderate	female	70.21332225550867	126.03864171043949	197.63534090066864	21.37434032532056	38.00356010729183
796	low	female	66.51238311927455	222.8553674830316	194.11501999289825	33.34985307885487	30.867437040346374
797	moderate	female	70.41073877865625	172.94439973707537	196.59512889860235	27.245251560156426	29.41385716902689
798	none	female	59.09819018929481	139.04485480420394	188.58311174909213	29.519594888539526	31.450714640724982
799	low	male	67.3744371312184	160.4036964260327	187.21004631477877	17.287949745239473	32.69861044898652
800	moderate	male	73.99738987825877	171.6752362238226	191.7467892388037	35.586711395540256	46.723025951231065
801	intense	female	63.60925066230982	152.86913568097626	188.9463013109676	43.307861228160256	50.726047997264764
802	high	male	65.75217856080404	61.54995702681909	192.97096254281183	36.1739209366574	61.25801399481763
803	low	male	55.99392995063379	204.7743106722274	187.153191540343	37.8854644147315	32.818943990340046
804	high	male	71.5756258663672	174.12326185342005	189.0091141470518	12.816767261285765	49.614933550488274
805	moderate	male	70.2742794238066	154.4680618738737	192.43247743069838	41.293135209960894	41.933597169178114
806	none	male	70.74827866060689	190.49811605218525	190.74292445284252	45.36298423594475	32.353005833421484
807	low	female	63.98197882273756	208.43189067148936	201.53409696797428	34.304191482491255	33.30687289911711
808	high	male	59.69340305078738	191.92920232896927	183.57605361222272	34.27318832999445	56.620296427843954
809	moderate	male	68.78948909184062	131.6571974014744	196.46531696446323	42.890105234825775	49.15606603206558
810	moderate	male	84.04070973305392	197.13246587123535	196.39242516141502	33.09493098381012	40.55037231845111
811	low	male	66.5343667170725	179.59729334894058	188.8195630752529	11.978438816821132	48.1844375367111
812	moderate	male	65.64336087108462	152.65682376010534	197.03984973979422	33.18810611572169	42.37608721685646
813	high	male	60.10012298209847	192.44019554192315	188.77789953295277	30.962593101682312	51.48036776549569
814	low	female	65.27142992085608	116.45441579730462	188.40168407301422	21.2719849479249	36.46040769819507
815	moderate	male	75.68080465694608	118.0444591331771	194.55808000063539	37.24497301176287	42.23906655937628
816	low	male	68.33332667263781	149.84524323413814	201.5230152914653	34.58841266336393	45.151094574686276
817	moderate	male	77.43928934735828	162.466239087333	183.92183918476272	38.5248528968727	44.98937154174819
818	moderate	female	68.99816590921488	173.54626550956075	194.12140055790152	31.7434980445699	21.086334599400963
819	low	male	71.05848379620957	140.93943708139852	185.77409511452922	17.25078408429093	34.458151525882315
820	high	male	61.43049945339081	209.40163035617647	191.57297540550545	28.37598991168727	47.609923359358724
821	moderate	female	68.82454480651104	155.99286718941474	188.4381311325926	29.41868230432371	34.766028687247335
822	high	female	74.76040663074767	186.0437596810931	185.24477606117526	41.304400937869005	43.316051721157564
823	moderate	male	76.83773454709647	189.41237478695604	186.49440874554264	20.373617219746066	37.53311821927679
824	high	female	67.1691925830037	147.47746934999765	187.66177907053876	16.76337037067891	48.216914645822186
825	moderate	male	78.71569731927053	81.39550067796154	193.17615873671537	34.48515321345825	42.27668039742315
826	moderate	male	70.61148267720051	158.39362817578447	186.38452552581307	35.932709863883396	46.188585959028266
827	low	female	66.35675205389352	181.69576417002037	198.42804866306443	24.394102054183847	40.759068839959426
828	high	male	65.23363922491815	108.18655620824455	201.7208575808711	30.9752625831853	59.08318026405513
829	none	male	68.10426884783777	186.1475256273283	193.20245808104713	40.87032033412727	26.114165164057066
830	high	female	67.93431966136743	168.6511196635522	192.4668099460532	35.59941268362086	55.941570624130485
831	moderate	male	70.25587087478192	147.3537349866227	190.61113211579993	31.439206650540477	32.25146829105678
832	moderate	male	73.31062056467324	184.43754191358917	187.76367957343237	46.7249626779529	42.44374028911117
833	intense	female	69.59940243282789	161.69362194285443	193.68891805783235	43.484505785855184	52.46934211093034
834	low	male	71.71571246127161	112.15029036711346	195.84477136609664	41.26462594118103	39.24930004686206
835	moderate	male	64.16787946266138	267.02693411123676	193.78910692584947	24.345615240617615	38.743598168423446
836	intense	female	70.07386925280662	200.19817233448322	195.12635691569105	28.35852670246404	51.38896395402002
837	high	male	70.16797246073091	166.70543632414163	192.80806117817406	27.61421013561787	56.26778547397704
838	moderate	female	80.37861323224942	160.9530327937313	189.3468429211178	24.724175813235554	34.282708274702934
839	low	female	64.38543486745687	138.1846484196333	186.73643126319166	31.379652561544173	36.96544978503774
840	intense	male	66.86040997102138	200.20374965619368	185.44811610306982	29.58735931962503	52.266974973134005
841	intense	male	70.35111652935899	180.40736611592504	196.6468691268035	33.096728728836034	67.03842797278291
842	moderate	male	66.09204261421706	81.40949463739953	199.23961344177602	40.540178517236235	46.03718839379103
843	moderate	female	60.281974753315005	146.5170945474639	187.47835734932633	28.37368466392644	41.710553972156056
844	low	male	64.30636127934802	153.3377762512832	195.23926883184146	23.27466268128933	39.224253454088824
845	moderate	female	67.54884287607707	157.25106352603675	186.23154459057275	44.34078383833602	29.521938878940006
846	intense	male	63.367101896829205	187.86440354532482	187.70315749228527	45.37874888322513	55.44771038384858
847	moderate	male	78.18222360984609	133.31051953250957	196.87193304563473	32.604843049501596	38.773450392049426
848	high	male	68.73928590835085	102.3488268448567	192.34998810192815	22.44847801431932	61.552863478220814
849	moderate	male	63.634608585590954	107.84737506810072	190.7684475723204	28.991586263829326	41.842071900180855
850	none	male	63.45061998896331	151.37911324442783	193.43087354785513	29.11728992766995	41.37698771697598
851	moderate	male	64.85217891844175	143.8975249667909	188.29983261540332	36.120427383018566	49.42072074029011
852	none	male	70.99090775225523	151.0316612232759	189.20270960715376	37.89144030785453	34.157662128568965
853	intense	male	63.82459709630856	165.28827372173856	196.2974929764563	24.78446407142608	58.43686476354127
854	low	female	69.95355540660552	146.49953781536723	192.73053608869742	24.033496993713634	41.79753220217555
855	moderate	female	71.91163286754487	153.30823172659098	192.96544164643194	25.237747601981876	34.39240342120904
856	low	male	62.99142539278626	180.81077780319922	190.65813263324995	34.64053015768117	33.30462504044001
857	moderate	male	63.290706907587925	132.7026038827172	189.86612863528407	27.855038969153565	45.64365712846352
858	low	male	62.36227619681911	156.11638382040832	186.50366861456934	38.11495484292695	44.96932669619527
859	moderate	female	65.61872849430007	165.813408851658	185.60986823066239	34.514298219434096	32.114591574692405
860	low	female	68.02468438019068	216.45916722451102	185.43385229022934	30.527955421156165	25.24498394547636
861	none	male	72.31899875813656	177.00039118853388	184.2633794021171	19.911076424768346	32.81927499310091
862	moderate	male	67.06194336952902	120.20778846791015	207.48357597154083	26.00409199853687	53.22174634816795
863	low	male	71.40272540992441	180.80936445188087	187.67929696796585	20.174174962316236	34.09472955505898
864	high	female	67.239046724885	111.13185323118158	192.31300628545569	35.30373120045699	51.893542740152135
865	low	male	68.76178568981189	155.01084680016763	193.81331823886592	30.99495623935461	39.1859102608046
866	moderate	male	71.76956654693745	134.25422253509657	191.97932310512982	35.379439561566535	38.56562037854809
867	low	male	71.61250257387984	168.1179333611142	192.79475549344633	36.07002291379622	35.7031634012876
868	low	male	72.48630118379774	158.26514665816268	191.84313802579962	31.356196794933798	35.548857100381625
869	high	female	71.51456477134911	195.60350176480677	196.4495050874548	26.514350295152546	55.82327252508852
870	low	male	60.30781070753889	166.5171023970272	192.13789597000488	35.54833400835879	34.0540385615404
871	low	female	75.30136714636222	128.4609558545084	197.61090758567283	31.208361430549484	36.66453827546559
872	moderate	male	80.2327184098426	179.16693649225448	195.61178838565118	30.804992154558413	37.96165873675037
873	moderate	male	79.83220666893243	196.82377453082364	201.66951109718377	25.159380885136585	42.371106718801585
874	moderate	female	65.78855150701418	142.5654289270788	197.7170690666814	33.90549876629039	40.06386108488937
875	moderate	male	67.17278503378363	135.40296874159034	195.34570639260878	26.33356505238962	40.507512002167516
876	moderate	male	65.47491541538817	140.7926689756298	191.61568003561882	28.831732705800512	49.132144577450354
877	intense	male	60.29583659972877	170.37050243147195	205.18876017009677	41.25208509314837	60.94222221917123
878	high	male	71.08066391063886	162.7057583996931	189.01854656237663	27.07021858553961	46.59852900631848
879	moderate	male	77.81049954858969	200.25971100265247	191.06715212544802	33.06781173315345	39.62812775929175
880	moderate	female	69.01134821426366	161.0015467281071	193.56241274590798	31.323180927757186	35.98580000085271
881	high	female	71.61137912783767	157.7908461619356	190.12936847782825	33.427538901622555	42.08615406616683
882	moderate	female	79.91834112390823	191.62846749221688	194.16172143976118	34.00504150457398	34.13665036382698
883	high	male	59.462419081706784	160.0368865529968	190.62969142154122	36.325909688469295	53.80274340115851
884	low	male	61.970533936731215	200.56905753774652	185.08612016193428	34.00451810939555	42.91586624828956
885	low	male	64.8491249801367	162.3769379789124	198.36867141712418	27.14673342162961	44.38473504955929
886	moderate	male	68.47449559898317	185.13808307017607	186.81158288209178	36.26346975773671	41.320070151990294
887	intense	male	64.59433775961585	94.23422136554795	185.9378588968813	30.359526683552243	62.33470905449333
888	moderate	female	64.7338513916065	172.64301715720316	197.09176394722047	19.42131210719527	44.23562851760731
889	moderate	female	70.7603754138041	196.02255057498607	193.52460534518985	36.03252860674996	33.41364329777413
890	moderate	male	67.62176574947512	166.94082695522928	186.61635717888046	36.60077032001395	38.23137544540111
891	high	male	71.71763554643368	161.76412822199413	193.76641773451442	30.88370450099768	57.402002732243496
892	high	male	72.15545057783753	176.03795345312744	194.09726649798262	26.2892357045323	52.15317255424695
893	none	male	76.50081529180407	231.03474910366145	194.16156594220752	34.117888635433644	31.83010095363501
894	low	female	67.10198889468803	132.28566978757556	192.57162649671437	37.39436562050261	26.450629604874738
895	none	female	61.12140025991096	189.32376453169417	202.2805872703007	36.10268239200041	25.82591380306344
896	low	female	65.1294886714557	198.0133406409231	194.2919196279716	37.38003828044047	30.899541121491257
897	intense	male	61.03968727066551	154.867422313803	189.1463037830809	31.647529730463972	55.04498390428833
