row	weekday	weather	time	temperature	pedestrian_level	police_presence	consumer_satisfaction	accidents_per_10K_1
673	Sa	sunny	morning rush	87.931062006892	5	3	75.78973816810996	12.733701042986318
674	W	sunny	morning rush	80.14681107357704	3	2	24.665071094628058	10.31030724510669
675	Fr	sunny	morning rush	64.03897033150551	8	3	52.88921832395751	28.06006131789073
676	Fr	snowy	overnight	13.62042513257292	10	3	25.35975101852591	38.23419042376519
677	Sa	rainy	morning rush	65.58526937041745	6	1	71.14387704607479	19.206692368630115
678	Sa	sunny	midday	79.08616643966644	6	1	86.81407857349095	17.828486727946263
679	Th	sunny	morning rush	74.15346013680337	5	2	72.14871361554279	20.18602284369628
680	Tu	sunny	morning rush	61.957473369442184	3	2	45.49403638586319	13.32234082551696
681	Su	sunny	midday	78.35566058076628	5	3	51.88454303745916	16.783036572080544
682	Th	sunny	midday	67.56168204926014	5	3	36.93280466022169	12.311287124461737
683	Fr	snowy	morning rush	11.243142100760805	3	1	50.91631776552244	18.87201645964843
684	Fr	snowy	overnight	17.16062007765259	3	1	58.83177732806868	13.507553441405907
685	W	sunny	evening rush	84.66811660094947	0	3	62.915836257503614	0.3533052673752135
686	W	sunny	morning rush	63.8538085668012	4	1	46.09383475264412	13.601023282225146
687	Tu	sunny	evening rush	66.32047080659652	10	1	42.520926391672326	32.26975625832322
688	Fr	snowy	evening rush	4.936087399664304	3	2	43.29612469682817	15.200481802423084
689	Th	rainy	midday	63.59948405565249	5	2	32.0216466377819	19.34460025741958
690	Fr	snowy	overnight	13.766514392464728	4	2	38.719490581514364	19.845631812685827
691	Tu	sunny	evening rush	65.9977087881019	3	1	40.82427423181102	8.083730532605214
692	Sa	sunny	midday	74.44262594973239	5	4	62.25225512117607	14.47521669386525
693	Th	sunny	midday	70.30013320329721	6	2	48.0400759332161	17.048127730172176
694	Fr	snowy	midday	17.741390764732973	4	2	45.95905907778717	20.533849111544278
695	Sa	sunny	morning rush	49.71746060116239	8	1	59.08409441043618	26.894547072682762
696	Th	sunny	evening rush	61.41340524867556	2	2	46.33646270618503	9.989105486117879
697	Sa	sunny	midday	62.91159455491416	5	1	30.229392736475827	14.186107121613837
698	Th	sunny	midday	50.403494164397344	6	1	67.74099243412948	17.85173808140252
699	Sa	rainy	midday	92.76099881889311	2	2	64.08129257058954	7.739262175018691
700	W	sunny	midday	64.34312273284733	6	1	51.26823474444474	19.163026155274615
701	Tu	sunny	midday	82.87363520056853	4	1	44.80927304843057	11.0648602758832
702	M	snowy	morning rush	14.811071615798735	7	2	38.31743091582889	27.517377645436703
703	Sa	sunny	midday	72.40842101532009	5	3	52.30538666960608	16.034057441187716
704	Su	snowy	morning rush	6.215734887693189	3	2	25.85538981982624	13.427344038724737
705	Sa	snowy	midday	17.779243267143933	6	3	44.99280900487827	21.616435972166688
706	M	snowy	midday	7.246679669958885	4	1	52.765850938408946	17.92642433931422
707	Tu	sunny	evening rush	63.77808417661321	8	3	46.51140048946121	27.84083878385261
708	M	snowy	morning rush	4.26569695171678	2	3	52.25495116544287	9.346800907659425
709	Su	sunny	midday	43.12131594581942	3	4	28.98055941457154	7.802214306783426
710	Th	snowy	midday	9.226764674142194	3	1	44.563650825848455	10.796752075155492
711	Sa	snowy	evening rush	5.970231590035058	4	1	37.773779451920454	16.52839466109345
712	Su	rainy	evening rush	84.28113848561458	4	2	81.65267281188369	13.760301422738703
713	Th	snowy	morning rush	8.720133864790544	2	2	83.78388942029785	12.238045362390523
714	M	rainy	midday	59.63822380130408	4	3	64.29333538541792	13.094965806910782
715	M	snowy	evening rush	12.717109508940641	2	1	42.67018608640273	13.608487509409002
716	Tu	snowy	morning rush	9.69089345569351	8	2	61.18585106570808	31.260417418007652
717	Sa	sunny	overnight	76.37488406550864	6	4	44.47597373509129	20.508172503920797
718	Tu	sunny	midday	69.79265028282242	5	1	58.37442187521112	13.369146016462942
719	Sa	sunny	evening rush	103.9454616834131	7	3	33.58710075873189	19.41559221346135
720	Th	snowy	morning rush	10.859998032896263	4	3	39.91045717720462	12.973556571973983
721	Sa	sunny	overnight	80.60341654875828	6	2	19.97694429977599	23.43558383657686
722	Su	sunny	overnight	82.33417087581378	9	4	44.55093391303094	31.242140912735394
723	Fr	snowy	evening rush	7.932624626616743	4	1	32.937000270996286	18.57054541964934
724	Th	rainy	overnight	53.150089834848444	4	4	33.25295703593028	16.053670432317443
725	Fr	snowy	morning rush	3.9076793804826515	4	3	47.83185533412733	22.53046473557002
726	Tu	sunny	evening rush	47.22521827707271	3	2	58.594316219377205	13.74625055835584
727	Tu	snowy	evening rush	8.186540840962031	7	1	33.1778890879752	25.54237513667221
728	Sa	sunny	morning rush	62.74806975711608	8	3	60.08930586792758	23.752434578961783
729	M	rainy	morning rush	70.45946042586829	6	3	60.20472890488524	21.444705829590234
730	Th	rainy	overnight	86.28297429753124	4	1	42.867739281620416	17.549975705710565
731	Fr	sunny	morning rush	69.46322785394547	4	2	92.07449351746862	14.793877579447893
732	Th	rainy	morning rush	61.394925579950325	11	1	34.43285142393495	38.61660914352201
733	Th	snowy	evening rush	11.538805438811726	3	1	53.07164199859665	14.196024847670172
734	Fr	sunny	overnight	65.21091159250788	4	3	54.52964005898868	16.311045489848127
735	Fr	rainy	morning rush	68.57663099399531	3	2	64.18279722544897	14.094660933955733
736	Sa	rainy	evening rush	74.56983762428189	5	3	53.469854625764604	22.266042652354116
737	Fr	sunny	midday	54.813565484917895	6	2	61.135445150394816	18.86101311164286
738	W	snowy	midday	7.34784538977106	5	1	41.603290493642575	21.07838342588088
739	W	snowy	morning rush	4.970661514788956	6	2	60.5414959511121	25.95852345730055
740	Tu	snowy	midday	16.05832844410007	3	2	38.64325950867352	12.407457696357817
741	W	sunny	morning rush	55.75393901461894	4	4	47.08165227996443	16.94900140008174
742	Su	sunny	evening rush	73.27562009832842	2	1	32.78247893385503	6.469133402120025
743	M	snowy	overnight	14.177085283329648	4	1	50.29794436145071	18.0230962004623
744	W	snowy	midday	7.898507542245114	5	1	53.93053943217048	18.42548428889479
745	M	sunny	overnight	53.33757634927379	5	1	49.697216446606745	20.279872351253555
746	Fr	sunny	morning rush	73.8605870539723	6	4	67.90674155930296	23.954558751702958
747	Sa	sunny	morning rush	52.58121286643082	5	3	35.184407901652676	13.795891194649013
748	W	sunny	midday	87.85506302673522	10	1	47.11723451634031	30.29231553421331
749	W	sunny	evening rush	87.43792880810447	5	2	52.80483620213283	14.612807331069586
750	Su	snowy	morning rush	-1.7487895875043584	3	1	50.977637976955386	13.556525831707804
751	Th	sunny	midday	72.48702399441372	4	4	10.359768101541825	12.474264564026843
752	Su	snowy	morning rush	8.378620268687028	6	1	26.3702943476523	20.10652782413688
753	Sa	rainy	evening rush	81.66564324093834	5	2	62.04117889629954	18.389006098137028
754	Su	rainy	overnight	63.032468142239146	5	1	49.01790743174185	18.110626482992632
755	Fr	sunny	overnight	68.90171886948805	5	2	66.59505286334067	19.98920240598768
756	Sa	sunny	overnight	65.32172548514303	6	4	57.01264025150803	14.850521053023341
757	W	snowy	midday	5.618018651807856	4	2	48.197251651616156	12.314578042893153
758	Sa	snowy	morning rush	18.951272430477438	6	1	53.44416272815409	19.552575021359146
759	Sa	sunny	midday	80.64283591210722	4	2	47.08804503383644	11.64266333324809
760	M	snowy	midday	15.155363783964702	7	3	78.19144463050988	25.500470641076582
761	Sa	snowy	overnight	6.0271813524379425	7	2	60.886946587390774	27.55623314328543
762	Sa	sunny	overnight	72.50315763130519	5	1	68.75943674182233	16.61475161777128
763	W	snowy	midday	3.715595744198903	4	1	67.31649814288473	17.493395965992917
764	Th	snowy	midday	15.163770391154497	6	2	60.68188021619896	22.32577747518264
765	Th	sunny	midday	73.22584111800822	6	3	26.391561830017764	17.92877762427318
766	Sa	sunny	morning rush	68.80934459070204	5	2	56.3711169887289	15.933612504428208
767	Th	sunny	morning rush	77.44610569835592	11	1	52.958379698797444	35.24277888942396
768	M	rainy	evening rush	94.13291099416055	6	1	73.3635435517482	23.994394442760857
769	Su	snowy	midday	4.46006152540683	9	4	35.662780461467904	30.612570579274134
770	Sa	sunny	morning rush	67.68877477421114	10	2	47.27057486692284	30.864484988203696
771	Th	rainy	overnight	70.84059453348706	6	1	21.648527100271572	22.441369303607274
772	W	rainy	overnight	59.8392975236411	5	4	59.818988644060155	18.8557597554867
773	Fr	snowy	midday	9.433035422293482	5	3	48.85000521039773	20.026597682721455
774	M	sunny	midday	85.51666794882037	4	2	45.789962063701964	12.266685625955027
775	M	snowy	overnight	8.03929387158127	4	1	54.71498652877587	18.09561952268216
776	W	rainy	evening rush	73.52462472671994	5	1	41.979024802266494	17.24482513700515
777	Tu	sunny	overnight	89.96055857180302	7	3	66.50923420228452	25.153626874238576
778	Sa	snowy	morning rush	9.508967102297825	3	1	40.25312920104038	12.480846426993319
779	Tu	rainy	morning rush	65.91315541852315	5	2	43.685153046431914	22.654079907254783
780	Fr	snowy	morning rush	9.225487271695721	5	4	33.35046488406977	23.071423405060145
781	Th	sunny	evening rush	67.8914261696982	6	3	41.26154725220509	21.574585791045102
782	Fr	snowy	evening rush	9.529795637083627	5	1	46.683583647961555	23.26138955498631
783	Sa	rainy	overnight	66.33256936816528	4	1	57.613679017480386	16.908475481885215
784	Fr	sunny	midday	72.24711235463369	9	1	66.98121599949248	29.15312956912135
785	W	snowy	evening rush	4.885979229738261	6	2	33.74563482002423	27.738555317507444
786	Tu	rainy	evening rush	68.94312696951232	6	1	52.20393364926984	23.259587707169153
787	Tu	rainy	evening rush	59.098953698237025	3	3	47.89251306013028	12.566149574494935
788	Tu	sunny	evening rush	66.36354721357665	11	1	63.615851573954494	36.591170045855705
789	Th	snowy	midday	5.394373297835701	4	1	29.71279210668921	17.090400329384703
790	Th	sunny	morning rush	82.5274211887746	4	2	57.0761724230996	13.47515602624503
791	Th	sunny	evening rush	54.63509539503154	5	3	43.82952771033429	15.138028896614
792	Su	snowy	overnight	10.863603849252232	2	2	66.5663956008959	11.131182075545436
793	W	sunny	evening rush	79.30281508881548	4	1	35.48425041315541	14.788555493071538
794	Tu	snowy	midday	14.236199873935723	1	1	63.36606284526832	10.156191194107109
795	Fr	snowy	midday	13.100832558251794	8	1	46.07858877504281	29.450922611518983
796	Tu	sunny	morning rush	70.2793576185263	3	2	82.08840303976532	11.433311411432728
797	Sa	rainy	midday	57.391999422174095	3	2	29.703233259002953	11.28749704425537
798	M	snowy	overnight	8.00574438350315	4	1	71.00091632336122	16.57711945103656
799	Tu	sunny	midday	73.2258963525215	1	2	43.67801256993503	2.322740378920292
800	W	sunny	morning rush	54.968509989218404	6	1	52.184179329828886	19.15715051181615
801	Su	sunny	overnight	71.87457816920622	8	1	56.798519275803606	24.427633286106584
802	Fr	sunny	overnight	81.6545704402724	2	4	44.759033318498616	10.80649259933001
803	W	rainy	evening rush	72.48697871528387	9	2	51.36160021992153	32.85027264044652
804	Su	snowy	evening rush	4.668515533841654	4	3	73.8524733519061	12.663780762404919
805	M	sunny	morning rush	71.44777188946107	4	2	61.76633431501931	11.205653853264051
806	W	snowy	midday	6.760252968471132	5	2	23.591284989064107	19.239896054767073
807	Su	snowy	midday	9.416560344707966	5	1	44.17209021391248	15.744016959470809
808	Sa	snowy	evening rush	12.676166585580726	4	3	48.58366350256657	16.42924688491486
809	Th	sunny	evening rush	75.22514948934386	7	1	41.65862271404834	23.31515348631837
810	Th	sunny	midday	73.9540614600865	6	1	98.70760379650508	17.69319769861312
811	W	sunny	overnight	83.85932079673603	5	1	76.55957577723163	15.447820286595134
812	Fr	snowy	evening rush	8.499802504132699	3	2	26.46770734405859	12.270936202899883
813	Sa	sunny	evening rush	54.571213166832244	3	2	36.95054561097683	11.460700610077108
814	Sa	snowy	morning rush	10.949692508481428	9	2	47.98915029556947	30.436297311454943
815	Tu	rainy	overnight	59.81026505455779	2	1	51.13238509886044	12.571179072276783
816	Th	rainy	overnight	67.46660426434747	3	1	44.233653774627705	14.49929875718346
817	Fr	sunny	evening rush	86.22475192590231	9	2	47.14094361642174	30.668627564434804
818	Su	sunny	overnight	76.01399628724153	2	3	56.444543537512764	6.2002527436755575
819	Sa	snowy	overnight	4.192695893589256	5	2	27.698555506587233	18.508433251243225
820	Su	sunny	evening rush	52.213632439706856	8	2	28.111748880875876	28.170675905536733
821	Sa	sunny	midday	75.33513386632976	4	4	48.47125178360481	8.96709238697587
822	W	sunny	midday	76.59993222003034	6	3	57.14250881079221	15.993922241838762
823	W	snowy	overnight	8.832616476325038	8	1	67.45322171774787	28.23878727545465
824	M	snowy	morning rush	5.485433557392175	7	4	47.103497647115496	25.72919178167277
825	Sa	snowy	midday	14.066265434073262	5	2	57.29175297583574	18.560249061337963
826	W	snowy	morning rush	17.401900703806483	3	2	41.769902268699326	9.235081587888432
827	Tu	snowy	morning rush	14.331578073503831	5	1	50.09295341728056	20.64635734340315
828	Su	snowy	morning rush	6.240540380477734	6	1	39.44232612722849	18.609797662956417
829	Tu	sunny	morning rush	76.33146625364193	3	1	35.06271806406916	9.998929960120822
830	Fr	rainy	evening rush	70.0056544832684	6	2	46.77768735802711	25.122843940494022
831	Sa	sunny	midday	70.55218482785439	4	1	34.73175169035068	10.431455093384965
832	W	sunny	overnight	64.06691114103394	6	2	69.33129919013113	21.547026838791947
833	Sa	snowy	midday	9.56539101134823	2	2	64.77074326968034	7.27868996291795
834	Su	rainy	morning rush	83.47522843785327	8	1	55.68935809972654	23.22981680411696
835	Sa	sunny	morning rush	59.223699868419324	9	3	79.9255063310102	27.66626406400545
836	Fr	snowy	evening rush	6.004234895592389	5	2	73.17861436656423	19.93865313767318
837	Tu	sunny	midday	62.08841903237585	5	2	32.567819342529646	16.98549258390764
838	Fr	snowy	overnight	10.618298266479556	6	2	22.158360899535545	25.581347145227777
839	Tu	sunny	midday	71.40120747034463	2	3	26.587588736808332	6.021643258669155
840	Sa	rainy	midday	71.74433279167567	7	3	42.27601738338856	25.301915210666305
841	W	sunny	morning rush	69.8049963306943	8	1	46.227290797971776	30.547297361487182
842	Su	sunny	evening rush	71.81955509972602	2	1	85.29188555200321	8.397352306343334
843	Th	snowy	evening rush	13.403704400144605	8	2	51.872247162802246	26.677940806681985
844	Fr	snowy	morning rush	9.525074623150074	5	1	76.17278183929261	18.790895273887042
845	M	sunny	evening rush	109.26479568612449	2	2	72.51915042910922	7.43279273398884
846	Su	sunny	morning rush	84.08506863792203	7	2	25.455822520052386	21.100891894141192
847	Fr	sunny	midday	55.05128106820288	4	1	61.2874803986531	14.566235455873372
848	Fr	snowy	midday	10.102296875446466	8	3	24.74861540974769	29.398772656369765
849	M	snowy	morning rush	4.170363416754105	7	3	62.60000668902789	27.869784271859317
850	M	sunny	overnight	84.8121829946208	8	1	58.09579040839948	30.9561783252659
851	M	sunny	morning rush	78.84066822491243	8	1	33.04462852639736	25.555161298964933
852	Fr	sunny	overnight	81.3556231866714	7	3	49.86508375176465	26.13754323732206
853	W	rainy	overnight	81.71555132813111	3	1	35.49862985010484	11.729431998616763
854	Su	sunny	evening rush	66.80553792262836	6	1	75.34140501068904	19.59941150951614
855	M	snowy	morning rush	10.833097107013765	6	2	65.66523320789747	26.199096103891684
856	W	snowy	evening rush	11.769765434453191	5	2	43.405969665403916	19.39549075758292
857	Th	rainy	morning rush	77.38164061917784	9	3	50.084224468859425	27.531770074294474
858	W	sunny	midday	62.18516068451986	9	2	57.55997416603993	27.492621012209156
859	Fr	rainy	midday	70.68995683777499	4	2	49.63618635452063	17.780430141460435
860	Su	sunny	morning rush	72.99090756151571	6	1	22.948908404370464	18.506545735222648
861	Sa	rainy	overnight	70.7883111658847	6	2	69.36386252146492	24.24396191166154
862	Tu	sunny	morning rush	60.603061757801214	2	2	57.61750114675693	8.706823915841127
863	Sa	rainy	morning rush	62.8251588555071	10	4	74.45046417610712	31.255751833267933
864	M	sunny	overnight	67.78993694977605	4	2	32.73055866556926	15.647693394886346
865	Su	snowy	midday	7.855389136250338	6	1	59.2417038134374	19.795824199213182
866	Su	rainy	overnight	70.72360028575923	4	2	31.581539513019962	16.799226136031518
867	Fr	rainy	overnight	53.83543787423716	5	2	33.54835899059816	21.891548456227117
868	Su	sunny	midday	69.04633083790148	8	1	34.68082728654561	26.73665188432332
869	W	snowy	midday	6.037200143988015	6	4	66.01149126175984	21.175496283751766
870	Su	sunny	overnight	72.44637305915656	6	2	55.871892528216065	19.293474712538828
871	Fr	snowy	midday	15.673632626107757	6	2	65.1039881815393	25.26314643248114
872	Su	rainy	midday	64.29068490035012	7	3	44.30782594129089	20.411336625026976
873	Th	sunny	evening rush	85.09753201921109	10	1	31.86204679627152	34.41396962951678
874	Fr	sunny	morning rush	65.27894159242052	4	3	42.421099931007376	16.215479246467044
875	Su	sunny	midday	65.67553549066866	6	3	54.72118142682473	18.64508308211522
876	Fr	snowy	morning rush	15.635408701025172	2	1	57.810381068913685	12.389370132626366
877	Su	sunny	evening rush	60.170352860418134	2	2	59.51465078971527	9.908514103950832
878	Sa	sunny	midday	52.92615055825418	11	2	61.09727468535199	34.01685945420744
879	W	snowy	morning rush	14.614805228895719	5	3	47.391252354168394	19.422452163266616
880	Fr	sunny	midday	59.106756359410255	7	1	64.73511065337706	22.60815267544852
881	W	sunny	evening rush	87.46850262309336	4	1	31.16066759491201	14.618160307025347
882	Fr	snowy	evening rush	14.942779539149118	2	2	46.26119027455948	14.272814000592849
883	W	snowy	morning rush	9.358861385247614	1	1	61.13103116092487	7.928858919599368
884	M	sunny	evening rush	84.79034537499508	4	4	87.6977555456269	14.881482387794273
885	Tu	snowy	evening rush	23.003990345615392	5	1	66.987296114635285	20.042726204786053
886	M	sunny	morning rush	65.1372476659444	9	3	46.05666732767543	30.38980268648995
887	Sa	sunny	evening rush	71.46020451654566	10	2	52.36658479660543	32.852759725819155
888	W	sunny	overnight	68.10422831808086	6	1	39.79238381315976	21.164888346879515
889	Sa	snowy	midday	11.9801341722701	7	2	71.95578218107767	20.962135649314085
890	Th	sunny	evening rush	57.95419088760626	3	2	55.502420430181125	14.08423248980704
891	Su	sunny	overnight	62.29620486326665	6	3	62.60774210519831	19.143570524787236
892	Sa	rainy	evening rush	84.65311151036383	3	2	65.1355130802389	8.912448809322466
893	Fr	snowy	evening rush	9.787731269067894	5	3	49.06417065037682	21.64889686684962
894	W	snowy	morning rush	12.16763221179592	3	3	53.86540732349081	14.453380606115738
895	W	sunny	midday	74.53152023034028	5	1	50.24399761493527	13.862149245621888
896	Tu	sunny	evening rush	81.49362750613777	9	1	25.54989773859837	31.237432047364216
897	Th	snowy	midday	15.462366070559915	5	1	58.0079293179181	19.743261000407784
898	Fr	snowy	overnight	10.744969144142141	5	1	39.88391767577489	23.633647319826274
899	M	sunny	evening rush	72.05685225778083	3	3	81.97613571881263	14.102584067556103
900	M	sunny	evening rush	48.6366505385933	4	2	54.478517325080695	14.58137605941205
901	Su	sunny	overnight	72.1177273883171	5	3	58.26518411971483	14.30498106949983
902	W	sunny	evening rush	74.57101357177909	6	1	39.575095332587104	16.74820402269674
903	Tu	snowy	overnight	12.754442760122576	9	2	57.768468250336426	32.44613499728006
904	Su	rainy	evening rush	79.51175330429147	2	1	45.094075937737806	9.876390787187368
905	W	snowy	overnight	11.83355179530218	4	1	60.51143698190342	17.59244093426742
906	Su	rainy	overnight	63.409140856357155	3	2	51.75363276759677	13.931610702975886
907	M	snowy	overnight	8.356627456439918	5	2	28.580862649089088	18.055834626132818
908	Tu	snowy	overnight	17.00320978877858	5	1	40.27041846644665	21.396296116496522
909	Th	rainy	midday	59.68809390830057	2	1	47.66706795153199	9.789584931797355
910	M	snowy	overnight	1.20851146369486	10	3	51.202387981394395	34.8302247480504
911	Sa	snowy	overnight	9.25379881172386	8	3	40.38026686179696	29.84460021733372
912	Tu	snowy	midday	0.027345923391145277	3	2	57.42689750908909	13.768291782618288
913	Sa	sunny	midday	68.26191915419808	2	2	37.54791219924144	6.2217210512901575
914	Th	snowy	evening rush	5.5225251235136374	6	3	36.647175039887316	25.102846503405324
915	Fr	snowy	evening rush	-0.6342333473904276	7	3	40.954221850256395	25.55284395314948
916	Fr	sunny	morning rush	70.69049746129475	6	3	51.29190090598968	20.6355072669069
917	Sa	snowy	overnight	3.9405119069591006	2	1	55.72799185009179	13.080945455589458
918	Fr	rainy	overnight	77.19737388964735	1	1	54.68107920106176	11.42978776065485
919	Tu	rainy	morning rush	72.91445047466065	7	2	32.76212764014584	28.563737839839437
920	Fr	rainy	overnight	65.37503062283677	8	3	42.93720419691192	31.20919596102477
921	Sa	snowy	midday	14.378875564414788	4	2	68.25725742480643	15.828560511744454
922	Sa	sunny	evening rush	66.820485196062	6	2	34.46711936467055	18.24996636945645
923	Su	snowy	midday	9.856462437675754	6	1	50.04813256255888	19.518801315528517
924	Sa	sunny	overnight	66.93744483074983	4	1	63.29404503524202	12.110451640008217
925	Tu	snowy	overnight	10.518617014946166	4	1	75.41562995078044	15.053091024927703
926	Tu	snowy	overnight	20.403045496606254	7	2	57.10008455094227	26.492450755628234
927	M	snowy	evening rush	9.19292465272524	7	3	45.198718759413424	28.69966117667524
928	Sa	sunny	evening rush	82.0848699151433	1	3	27.309983554808596	0.681229540913387
929	Th	sunny	overnight	62.35666276380243	10	1	54.678783270532634	32.756672889826824
930	Sa	sunny	evening rush	79.93260597053636	4	3	42.027309021073584	18.91244717631288
931	Tu	sunny	overnight	89.25189040835637	6	3	62.654803599573874	21.239887932611893
932	M	snowy	morning rush	9.655303440802038	3	4	44.458201259431974	13.031636503134864
933	Tu	sunny	overnight	44.25978158767763	9	1	34.23119933378463	30.672592874702357
934	W	sunny	overnight	68.5042819015391	8	1	28.6588247719492	27.80571496935234
935	Th	sunny	overnight	51.82320103386209	7	2	55.11022051759534	25.15059036924016
936	W	snowy	overnight	6.760497570412452	8	1	51.45027703179361	32.70281495268579
937	M	rainy	overnight	65.20829045339329	3	3	59.34859608648617	15.645211767379369
938	W	rainy	evening rush	78.4925017355674	12	1	43.69034473274772	39.29804007952414
939	Th	sunny	overnight	68.72152918175608	4	3	54.92289174125285	18.63006387975704
940	Sa	sunny	overnight	87.16311998487188	7	3	52.633753470782736	22.12583771920817
941	Fr	snowy	morning rush	3.015793425501937	5	1	74.31747655353563	18.471117259117857
942	W	sunny	evening rush	80.6120109934256	4	4	20.076422847245485	15.487009546574594
943	Su	snowy	morning rush	6.762549004771915	6	1	37.858983521204756	19.35927136291067
944	Tu	sunny	morning rush	60.426493473183186	7	1	47.78315247744477	22.851295048173103
945	Tu	sunny	midday	73.19999549004345	6	3	45.97939989743694	18.642122334922067
946	Tu	sunny	morning rush	52.08798077768679	2	2	34.53995033833496	9.23357398128705
947	Fr	snowy	morning rush	8.897769463317648	11	3	84.62920163130372	40.90500967871221
948	W	snowy	morning rush	3.654583773165122	7	1	67.22398436271727	27.296165137235263
949	Tu	sunny	evening rush	60.297755602201406	4	3	60.76628717770122	16.299678422228393
950	W	sunny	overnight	69.14161280248568	11	2	54.16523805051718	35.98346702803606
951	Su	sunny	overnight	47.50644794473986	11	1	51.915654184333555	33.36564915709257
952	Su	snowy	evening rush	14.836187242134878	8	3	71.48066917474821	25.63583616936389
953	Fr	sunny	overnight	56.982784199921625	5	2	54.907671370505554	22.15540424144279
954	Fr	rainy	evening rush	80.6954237721635	3	1	66.35806386924088	15.109913707349326
955	W	sunny	morning rush	52.85959571159253	4	1	62.41664777960159	15.330259519497481
956	M	rainy	overnight	61.40006687562126	4	1	41.54278483666439	20.35554248094377
957	Tu	sunny	evening rush	51.27447989931709	3	1	50.03345038137976	15.288964757572241
958	Th	snowy	midday	10.238614857719224	6	1	52.566063202320564	21.358670545269383
959	Tu	sunny	overnight	76.46733244562404	6	1	81.93930879142724	20.121263256949643
960	Sa	snowy	morning rush	9.692325763844696	5	1	41.62155301691118	18.5187752458849
961	W	sunny	midday	65.4471604325184	7	2	64.27643663393536	18.238563551201583
962	Sa	sunny	midday	68.93123550422168	9	2	53.84058080283856	26.62791632668465
963	Su	sunny	midday	75.02294801967976	8	2	53.953656285061975	21.512663454794307
964	W	sunny	overnight	77.22002101522682	3	3	43.174423489330856	13.067103039118038
965	M	rainy	overnight	63.21561008704281	5	1	42.59268794586817	22.762891598449702
966	Tu	sunny	overnight	80.00859487159272	6	1	66.9579405148191	21.973557359889988
967	Th	sunny	morning rush	76.2502917313043	6	2	34.805949430744114	20.458958984566117
968	M	sunny	midday	73.21947154994874	4	1	49.92186731352344	13.949390262026906
969	Sa	sunny	midday	68.62575037991994	7	1	-4.40492256196444	24.185717143586707
970	M	snowy	morning rush	7.847992377316425	5	1	58.06579463394225	18.990860746584794
971	Sa	sunny	evening rush	55.91564114962104	7	1	60.33432171606759	24.111518845071206
972	Su	snowy	evening rush	5.55699336833146	3	3	55.707168663548536	16.586683243394933
973	Sa	snowy	morning rush	19.2663155803126	7	3	46.23397311676078	26.383073304867892
974	W	rainy	overnight	59.67994601019842	5	4	27.844513437151058	19.05943188726144
975	Sa	snowy	evening rush	7.493960582632957	3	1	36.74128458126444	12.466674270431556
976	M	snowy	morning rush	8.88739120790092	6	2	45.628806653578025	22.209791446083397
977	Su	snowy	evening rush	11.262435667861904	4	3	55.84777415294236	17.2397950489165
978	Su	rainy	overnight	59.799268011284084	9	3	49.9593091295998	28.99494672314093
979	Fr	rainy	midday	84.30901782369341	3	1	24.638563801410925	13.662154378120395
980	M	rainy	evening rush	69.67872621501121	6	2	43.64082542123155	22.99522240957588
981	W	snowy	midday	7.681838309188045	6	1	60.42682888443613	21.035727368783917
982	Tu	sunny	morning rush	78.64952726763107	4	2	62.62874454138724	13.911703004009288
983	W	sunny	midday	64.52320224303392	5	2	54.95145577065724	15.761298214327049
984	Th	rainy	midday	61.32448420665315	8	1	52.94826312799131	26.73056104115048
985	M	rainy	evening rush	87.14422451989397	3	2	24.869693262070125	16.087316031415618
986	Fr	sunny	morning rush	84.71214422718582	3	1	37.694185150441896	9.214634692620534
987	Fr	rainy	evening rush	58.015825203823354	5	1	32.358156275677345	24.138090018966356
988	M	rainy	evening rush	59.822924103173314	4	1	81.6250964966334	18.5519294330235
989	Sa	rainy	morning rush	67.25665442267204	8	2	17.167731442303875	28.725981994108963
990	Tu	rainy	morning rush	52.37904278982765	0	1	46.98958289134549	4.11647435920646
991	Th	sunny	overnight	80.37080560134898	6	3	42.05251576339886	17.52432510130481
992	Sa	rainy	overnight	62.46196193614605	3	4	50.13601503943852	14.915180759145976
993	Su	sunny	midday	58.39556936758513	5	3	42.08052354517361	16.827511345082744
994	Tu	snowy	overnight	8.650905364265034	4	1	59.52600709337652	21.523294674675643
995	Su	rainy	overnight	62.78861775766701	10	2	62.45378049765199	34.14135165554913
996	Fr	sunny	morning rush	61.520569621084654	7	1	41.39348030134431	23.088830387253935
997	Su	snowy	morning rush	19.85449770774809	8	2	35.04476222972404	28.788156584469064
998	Tu	snowy	overnight	13.582990115893708	7	3	47.21541949308574	27.48023183446303
999	Su	sunny	evening rush	69.33523495117919	7	2	25.248041902481596	19.892510598632374
1000	Fr	sunny	morning rush	69.67684095686319	3	3	54.13526599451646	12.537251010526358
